entrée	James EN	James FR
Anandreis	1	1
Anandroi	1	1
Ananthocyclus	1	1
Anapalin	1	1
Anapausis	1	1
Anapetia	1	1
Anaphalantiasis	1	1
Anaphonesis	1	1
Anaphora	1	1
Anaphoricoi	1	1
Anaphra	1	1
Anaphrodisia	1	1
Anaphromeli	1	1
Anaplasis	1	1
Anaplerosis	1	1
Anapleusis	1	1
Anapneusis	1	1
Anapodophyllon	1	1
Anapsyxis	1	1
Anaristesis	1	1
Anarrhoea	1	1
Anarrhopia	1	1
Anarthroi	1	1
Anas	1	1
Anas sylvestris	1	
Anasarca	1	1
Anaspasis	1	1
Anassutos	1	1
Anastaltica	1	1
Anastasis	1	1
Anastoicheiosis	1	1
Anastomosis	1	1
Anatasis	1	
Anates	1	1
Anathlasis	1	1
Anathrepsis	1	
Anathron	1	1
Anathymiasis	1	1
Anatica proportio	1	1
Anatome	42	61
Anaton	1	1
Anatrepsis		1
Anatresis	1	1
Anatribe	1	1
Anatripsis	1	1
Anatris, Antaris	1	1
Anatron	1	
Anatron, Natron	1	1
Anatrope	1	1
Anatrum	1	1
Anatum	1	1
Anaudos	1	1
Anavinga	1	1
Anaxyrides	1	1
Anaxyris	1	1
Anblatum	1	1
Ancha	1	1
Anchilops	1	1
Anchoas	1	1
Anchoralis processus	1	1
Anchusa	1	1
Anchusa lutea		1
Anchyle	1	1
Anchylops	1	1
Anchylosis	1	
Anchylosis, Anchyle, Ancyle, Ancylosis		1
Anchynopes	1	1
Anchyroides	1	1
Anci	1	1
Ancinar	1	1
Ancistron	1	1
Ancon	1	1
Anconaeus musculus	1	1
Ancora	1	1
Ancoralis	1	1
Ancosa	1	1
Ancter	1	1
Ancubitus	1	1
Ancunulentae	1	1
Ancus	1	1
Ancyle, Ancylosis	3	4
Ancylidoton	1	1
Ancyloblepharon	1	1
Ancyloglossum	1	2
Ancylomele	1	1
Ancylosis	1	1
Ancylotomus, Ancylotomum	1	1
Ancyra	1	1
Ancyroides processus	1	1
Ancyromele, Ancylomele	1	1
Anda	1	1
Andarac	1	1
Andas	1	1
Andena	1	1
Andira, Andira guacu		1
Andira, Angelyn	1	1
Andrachne	1	1
Andranatome, Androtome	1	1
Andraphaxis, Andraphax	1	1
Andrapodocapeloi	1	1
Andreas	1	1
Andria	1	1
Andrius	1	1
Androgenia	1	1
Androgyni	1	1
Andromachi antidotus ad calculosos		1
Andromachus	2	4
Andronion	1	1
Andronis medicamentum pro cancro	1	1
Androsaces	1	1
Androsaemon	1	
Androsaemum	1	1
Androtome	1	1
Anecpyetus	1	1
Aneilema		1
Aneilema, Aneilesis	1	
Anemone	1	1
Anemonoides	1	
Anemonoides.Anemonospermos		1
Anemonospermos	1	
Anemos	1	1
Anencephalos	1	1
Aneos	1	1
Anepicriton	1	1
Anerectos	1	1
Anesis	1	1
Anestrammena	1	1
Anethoxyla	1	1
Anethum	1	1
Aneticus	1	1
Aneurysma	16	22
Anfaka	1	1
Anfir-Filius	1	
Anfir-filius		1
Anfirarto-spiritus	1	1
Angeilogia	1	
Angeiologia		1
Angeion	1	1
Angeiotomia	1	1
Angelica	1	1
Angelicus pulvis	1	1
Angelina zanoni acostae	1	1
Angelocalos	1	1
Angelus	1	1
Angelyn	1	1
Angi	1	1
Angiglossi	1	1
Angina	19	28
Angiospermos	1	1
Anglicus sudor	1	1
Angolam		1
Angolam, H. M.	1	
Angor	1	1
Angos	1	1
Angsana	1	1
Anguilla	1	1
Anguis	1	1
Anguis aesculapii		1
Anguium senecta	1	1
Anguli oculi	1	1
Anguria	1	1
Angustia	1	1
Anhaldinum	1	1
Anhaltina		1
Anhaltina remedia	1	1
Anhaltinus	1	
Anhelatio, Anhelitus	1	1
Anhima	1	1
Anhuiba	1	1
Aniada	1	1
Aniaday	1	1
Aniadon, Aniadum, Aniadus	1	1
Aniceton	1	1
Anidros	1	1
Anidrosis	1	1
Anidroti	1	1
Anil	1	1
Animacula		5
Animal	1	1
Animal bezoarticum Occidentale	1	
Animal bezoarticum Orientale	1	
Animal bezoarticum occidentale		1
Animal bezoarticum orientale		1
Animal moschiferum	1	1
Animal zibethicum	1	1
Animalcula	3	
Animalis facultas, Virtus	1	1
Animalis motus	1	1
Animalis spiritus		1
Animalis spritus	1	
Animatio	1	1
Anime	1	1
Animellae	1	1
Animi & Animae deliquium	1	
Animi & animae deliquium		1
Animi pathemata	1	1
Animus	2	3
Aninga	1	
Aninga peri	1	1
Aninga-Iba	1	
Aninga-iba		1
Anisatum	1	1
Aniscalptor	1	1
Anisos	1	1
Anisosthenes	1	1
Anisotachys	1	1
Anisum	1	1
Annetestes	1	1
Annora	1	1
Annotatio	1	1
Annuentes musculi	1	1
Annuitio	1	1
Annularis cartilago	1	1
Annularis digitus	1	1
Annularis vena	1	1
Annulus	1	1
Annus	1	1
Ano	1	1
Anocheilon	1	1
Anodia	1	1
Anodina	1	1
Anodmon	1	1
Anodon	1	1
Anodus	1	1
Anodyna	1	1
Anodynia	1	1
Anodynum minerale	1	
Anodynum minerlae		1
Anoea	1	1
Anomalia, Anomalus	1	1
Anomoemeres		1
Anomoeomeres	1	
Anomoeos	1	1
Anomphalos	1	1
Anona	1	1
Anonis	1	1
Anontagius	1	1
Anonymos	1	1
Anora	1	1
Anorchides	1	1
Anorexia	1	1
Anorgismenon	1	1
Anosia	1	1
Anotasier	1	1
Anothen	1	1
Anser	1	1
Anserina	1	1
Ansjeli	1	1
Antachates	1	1
Antacida	1	1
Antagonista	1	1
Antalgicus	1	1
Antalium	1	1
Antaphrodisiacos	1	1
Antaphroditica	1	1
Antapodosies	1	1
Antarthriticum	1	1
Antasthmatica	1	1
Antatrophon	1	1
Antecedens	1	1
Antelabia	1	1
Antemballomenos	1	1
Antembasis	1	1
Antemetica	1	1
Antendeixis	1	1
Anteneasmus, Anteneasmum	1	1
Antephialticus	1	1
Antepileptica	1	1
Anteprima materia	1	1
Antera	1	1
Antereisis	1	1
Anterit	1	1
Anteros	1	1
Anthedon	1	1
Anthelix	1	1
Anthelminthica	1	1
Anthemis	1	1
Anthera	1	1
Antherae	1	1
Anthereon	1	1
Anthericos	1	1
Antheron	1	1
Antherophyllus, Anthophyllus	1	1
Anthia	1	1
Anthines, Anthinos	1	1
Anthonor	1	1
Anthora	1	1
Anthos	1	1
Anthosmias	1	1
Anthous	1	1
Anthracia, Anthracosis, Anthrax	1	1
Anthracites	1	1
Anthriscus	1	1
Anthrope	1	1
Anthropologia	1	
Anthropologie		1
Anthropometria	1	1
Anthropomorphos	1	1
Anthroposophia	1	1
Anthyllis	1	1
Anthypnotica	1	1
Anthypochondriaca	1	
Anthypocondriaca		1
Anthysterica	1	1
Antiades	1	1
Antiagri	1	1
Antiarthritica	1	1
Antiballomena	1	1
Anticachectica	1	1
Anticadmia	1	1
Anticar	1	1
Anticardium	1	1
Anticatarrhalis	1	1
Anticausoticus	1	1
Anticheir	1	1
Anticipans	1	1
Anticnemion	1	1
Anticolica	1	1
Anticontosis	1	1
Antidinica	1	1
Antidotarium	1	1
Antidotus, Antidotum	1	1
Antidysenterica	1	1
Antifebrile	1	
Antifebriles		1
Antifides	1	1
Antigoni collyrium nigrum	1	1
Antihectica	1	1
Antihecticum poterii	1	1
Antilepsis	1	1
Antilobium	1	1
Antilogia	1	1
Antiloimica	1	1
Antilopus	1	1
Antilyssus	1	1
Antimonium	29	39
Antimonius lapis	1	1
Antimoros	1	1
Antinephritica	1	1
Antiochi hiera	1	1
Antiochi theriaca	1	1
Antiparalytica	1	1
Antipathes	1	1
Antipathia	1	1
Antipatri theriaca	1	1
Antiperistasis	1	1
Antipharmacum	1	1
Antiphthisica	1	1
Antiphthora	1	1
Antiphysica	1	1
Antiphyson	1	1
Antipleuriticum	1	1
Antipodagrica	1	1
Antipraxia	1	1
Antipyica		1
Antipyreton	1	1
Antipyreuticon, Antipyreticon	1	1
Antiquartanarium antiquartium	1	
Antiquartanatium, Antiquartium		1
Antiqui morbi	1	1
Antirrhinum	1	1
Antirrhope, Antirrhopie	1	1
Antiscolica	1	1
Antiscorbutica	1	1
Antiscorodon	1	1
Antisecosis	1	1
Antispasis	1	1
Antispasmodicum	1	1
Antispasticon	1	1
Antispoda	1	1
Antistathmesis	1	1
Antisterigma	1	1
Antisternon	1	1
Antitasis	1	1
Antithenar	1	1
Antithora	1	1
Antitragus	1	1
Antitypus	1	1
Antivenerea	1	1
Antonii sancti ignis	1	1
Antonius Musa		1
Antonius musa	1	
Antophyllon, Antophyllus	1	1
Antriscus	1	1
Antrum buccinosum	1	1
Antylion	1	1
Antyllus, Antillus	1	
Antylus, Antillus		1
Anucar	1	1
Anus	13	19
Anxietas	1	1
Anyadei	1	1
Anydria	1	
Anydron	1	1
Anydrya		1
Anyperbletos	1	1
Anypeuthyna	1	1
Anystos	1	1
Aochlesia	1	1
Aocnia	1	1
Aoncon	1	1
Aorgesia	1	1
Aornos	1	1
Aorta	1	1
Aortra	1	1
Aovara	1	1
Apagma	1	1
Apallage	1	1
Apanchomenoi	1	1
Apantesis	1	1
Apanthismus	1	1
Apanthropiai	1	1
Apanticri		1
Apanticry	1	
Aparachytum vinum	1	1
Aparaqua	1	1
Aparasceuasia	1	1
Aparegoretos	1	1
Aparine	1	1
Apartes	1	1
Aparthrosis	1	1
Aparti, Apartios	1	1
Apartisis	1	1
Apateones	1	1
Apathes	1	1
Apathia	1	1
Apechema	1	1
Apeiba	1	1
Apeiroi	1	1
Apeitheumena	1	1
Apella	1	1
Apellides	1	1
Apempolesis	1	1
Apen	1	1
Apenes	1	1
Apensalus	1	1
Apepsia	1	1
Apepton	1	1
Aper	1	1
Aperientia	1	1
Aperistaton	1	1
Aperittos	1	1
Apertus	1	1
Apes	1	1
Apeuthysmenos	1	1
Aphaca	1	1
Aphaeresi		1
Aphaeresis	1	
Aphanismos	1	1
Aphassomenos	1	1
Aphebrioc	1	1
Aphelia	1	1
Aphelicerteros		1
Aphelicesteros	1	
Aphepsema	1	1
Aphesis	1	1
Aphilanthropia	1	1
Aphlegmanton	1	1
Aphodos	1	1
Aphonia	3	5
Aphoretos	1	1
Aphorismus	1	1
Aphorme	1	1
Aphrainon	1	1
Aphrodes	1	1
Aphrodisia	1	
Aphrodisia, Aphrodiasmus		1
Aphrodisia, Aphrodisiasmus	1	
Aphrodisiasticon clidion	1	1
Aphrodisius morbus	1	1
Aphroditarium	1	1
Aphrogala	1	1
Aphron	1	1
Aphronitrum, Aphrolitrum	1	1
Aphros	1	1
Aphroselenos	1	1
Aphrosyne	1	1
Aphtae		5
Aphtartos		1
Aphthae	3	
Aphthartos	1	
Aphya, Apua	1	1
Aphyllantes		1
Aphyllantes Anguillarae	1	
Aphyllantes anguillarae		1
Aphyllantes monspel	1	
Aphyllantes monspeli		1
Aphyllanthes	1	
Aphysos	1	1
Aphytacor		1
Aphytacores	1	
Apiastrum	1	
Apices	1	1
Apiites	1	1
Apinel	1	1
Apios	1	1
Apis	1	1
Apites, Apites vinum	1	1
Apium	2	3
Aplestia	1	1
Apleuros	1	1
Aplytos	1	1
Apneusti	1	1
Apnoea	1	1
Apobaenon	1	1
Apobamma	1	1
Apobrasma	1	1
Apobregma	1	1
Apocapnismus	1	1
Apocartereon	1	1
Apocatastasis	1	1
Apocatharsis	1	1
Apocenosis	1	1
Apocerugma	1	1
Apochoreon	1	1
Apochrempsis	1	1
Apochylisma	1	1
Apochyma	1	1
Apoclasma	1	1
Apocleisis	1	1
Apocope	1	1
Apocrisis	1	1
Apocrusticon	1	1
Apocyesis	1	1
Apocynon	1	
Apocynum		1
Apocyrtumena	1	1
Apodacrytica	1	1
Apodeixis	1	1
Apodes	1	1
Apodyterium	1	1
Apoeum	1	1
Apogalactismus	1	1
Apoglaucosis	1	1
Apogona	1	1
Apolepsis	1	
Apolexis	1	
Apolinosis	1	1
Apollinaris	1	
Apollinaris, Hyoscyamus		1
Apolysia	1	1
Apolysis	1	1
Apomagma	1	1
Apomathema	1	1
Apomeli	1	1
Apomylenas	1	1
Apomyllene	1	1
Aponenoemenos	1	1
Aponeurosis	1	1
Apopallesis, Apopalsis	1	1
Apopatoi	1	1
Apophlegmatismus	1	1
Apophrades	1	1
Apophthora	1	1
Apophyas	1	1
Apophysis	1	1
Apopiesma	1	1
Apoplecta	1	1
Apoplectica	1	1
Apoplecticae venae	1	1
Apoplepsis		1
Apoplexia	12	20
Apoplexis		1
Apopnixis	1	1
Apopsychia	1	1
Apoptosis	1	1
Aporia	1	1
Aporraides		1
Aporrhaides	1	
Aporrhipsis	1	1
Aporrhoe	1	1
Aporrhoea	1	1
Apos	1	1
Aposaeis	1	1
Aposcemma, Aposcepsis	1	1
Aposceparnismus	1	1
Aposchasis, Aposchasmus	1	1
Aposigesis	1	1
Apositia	1	1
Apositica	1	1
Apospasmata	1	1
Aposphacelesis		1
Aposphacelisis	1	
Aposphage	1	1
Aposphagma	1	1
Aposphinxis	1	1
Apospongismus	1	1
Apostagma, Apostalagma	1	1
Apostasis	1	1
Apostaxis	1	1
Apostema	1	1
Apostematiai	1	1
Aposterigmata	1	1
Apostolorum unguentum	1	1
Apostracos osteon	1	1
Apostrophe	1	1
Aposyrma	1	1
Apotelesma	1	1
Apotheca	1	1
Apothecarius	1	1
Apotherapia	1	1
Apothermum	1	1
Apothesis	1	1
Apothlimma	1	1
Apothrausis	1	1
Apotocos	1	1
Apotos	1	1
Apotropaeos	1	1
Apotychia	1	1
Apoxe, Apoxera	1	1
Apozema	1	1
Apozimos		1
Apozymos	1	
Apparatus	1	1
Appendicula vermiformis	1	1
Appendix	1	1
Appensio	1	1
Appetitus caninus	1	1
Appetitus, Appetentia	1	1
Applicatio	1	1
Appluda	1	1
Appositio	1	
Appositio, Additio		1
Apprehensio, Apprehensorium	1	
Apprehensio, Apprehensorium, Antilepsis		1
Appropriatio	1	1
Approximatio	1	1
Apracta	1	1
Apronia	1	
Apronia, Nigra vitis, Chironia, Gyneanthe		1
Aproxis	1	1
Apsinthatum	1	1
Apsirrhoon	1	1
Apsychia	1	1
Aptistos	1	1
Aptystos	1	1
Apua	1	1
Apuloticus	1	1
Apyastrum		1
Apyetos	1	1
Apyrexia	1	1
Apyromele, Apyrenomele	1	1
Apyron	1	1
Apyrothium	1	1
Apyroti	1	1
Aqua	16	28
Aquaeductus	1	1
Aquala	1	1
Aqualiculus	1	1
Aquarius	1	1
Aquaster	1	1
Aquatum	1	
Aquatum aqueum		1
Aqueus humor oculi	1	1
Aquiducus	1	1
Aquifolium	1	
Aquifolium, Agrifolium		1
Aquila	1	1
Aquilae	1	1
Aquilegia	1	1
Aquilena	1	
Aquilena, Consolida regalis		1
Aquosa urina	1	1
Aquosus hydrops	1	1
Aquula	1	1
Ara parva	1	1
Arabe	1	1
Arabica antidotus	1	
Arabica antidotus hepatica		1
Arabicum gummi	1	1
Arabicus lapis	1	1
Arabis	1	
Arabis malagma	1	
Arabis malagma ad strumas et phymatha		1
Arabis, Draba		1
Araca guam	1	1
Araca miri	1	1
Arachidonoides americana	1	
Arachne	1	1
Arachnoides	1	1
Arachydna aut Aracoides	1	
Arachydna, Aracoides		1
Aracon	1	1
Aracus	1	1
Aracynappil	1	1
Arados	1	1
Araeon	1	1
Araeosyncritos	1	1
Araeotica	1	1
Aralda	1	1
Aralia	1	1
Araliastrum	1	1
Aranea	1	
Aranea tunica	1	
Aranea tunica, Arachnoides		1
Aranea, Araneus		1
Araneosa urina	1	1
Araneosus pulsus	1	1
Araneus	2	2
Arantia	1	
Arantia, Aurantia		1
Arara	1	1
Araticu	1	1
Arbor	1	1
Arboreus	1	1
Arbuscula	1	1
Arbuscula coralloides		1
Arbutus	1	1
Arca	1	
Arca arcanorum, Mercurius philosophorum		1
Arcanum	1	1
Arceuthos	1	
Arceuthos, Juniperus		1
Archaeus	1	1
Archagathi emplastrum lene	1	1
Archagathus	1	1
Archaltes		1
Archaltes, Archates	1	
Archangelica	1	1
Arche	1	1
Archegonos	1	1
Archenda	1	1
Archeus	1	1
Archiater	2	1
Archidoxa	1	1
Archigenes	1	1
Archigeni morbi	1	1
Archimagia	1	1
Archimedis trispastum	1	1
Archimia	1	
Archos	1	1
Archymia		1
Arcion	1	1
Arcos	1	1
Arctata pars		1
Arctatio	1	1
Arction	1	1
Arctos	1	1
Arctoscordon	1	1
Arctostaphylos	1	1
Arcturus	1	1
Arcturus creticus belli		1
Arcualia ossa	1	1
Arcualis sutura, Sutura coronalis		1
Arcuatio	1	1
Arcuatus morbus	1	
Arcuatus morbus, Arquatus morbus, Icterus		1
Arculae	1	1
Ardabar	1	
Ardabor		1
Ardas, Ardalos	1	1
Ardea	1	1
Ardea stellaris	1	1
Ardens febris	1	1
Ardentia	1	1
Ardesia	1	1
Ardor urinae	1	1
Are-alu	1	1
Area	1	1
Areca	1	1
Arefactio	1	1
Aremaros	1	1
Arena maris	1	1
Arenamen, Arenarmei	1	1
Arenaria	1	1
Arenatio		1
Arenatio, Saburratio	1	
Areola	1	1
Ares	1	1
Aresta bovis	1	
Aresta bovis, Anonis		1
Aretaeus	3	3
Arete	1	1
Areus	1	1
Arfar, Arsag	1	
Argaeus mons	1	1
Argemon, Argema	1	1
Argemone	1	1
Argemonia	1	1
Argentina	1	
Argentina, Potentilla		1
Argentum	3	4
Arges	1	1
Argestes	1	1
Argilla	1	1
Argistata	1	1
Argos	1	1
Argyritis	1	
Argyritis terra		1
Argyrocome	1	1
Argyrodamas	1	1
Argyrogonia	1	1
Argyrophora	1	1
Argyropoeia	1	1
Argyrotrophema	1	1
Argyrus	1	1
Arheumatistos	1	1
Aria	1	1
Aricymon	1	1
Arida medicamenta	1	1
Ariditas	1	
Ariditas corporis		1
Aridum	1	1
Aridura	1	1
Aries	1	1
Arigeos	1	1
Arilla	1	1
Ariobarzanium	1	
Ariobarzanium emplastrum		1
Aris	1	1
Arisarum	1	1
Arista	1	1
Aristalthaea	1	1
Aristarchi	1	
Aristarchi antidotus paulina		1
Aristeas	1	1
Aristi	1	
Aristi emplastrum nigrum		1
Aristionis	1	
Aristionis machinamentum		1
Aristogenis	1	
Aristogenis malagma		1
Aristolochia	1	1
Ariston	1	1
Ariston magnum et parvum		1
Aristophaneion	1	1
Arithmos	1	
Arlada, Arladar	1	1
Arles crudum	1	1
Armala	1	
Armala, Harmala, Harmela		1
Armarium unguentum	1	1
Armatura	1	1
Arme	1	1
Armena	1	1
Armena bolus		1
Armeniaca malus	1	1
Armenus lapis	1	1
Armeria	1	1
Armilla	1	1
Armoniacum	1	
Armoniacum, Ammoniacum		1
Armoniacus	1	
Armoracia	1	1
Armorum pugna	1	1
Armutheus lapis	1	
Arnabo	1	
Arnabo, Zedoaria		1
Arnacis	1	1
Arnaldia	1	1
Arnica	1	1
Arnoglossum	1	1
Aroeira	1	1
Arohot	1	1
Aroma	1	1
Aromatica	1	1
Aromaticum rosatum	1	
Aromatitis	1	1
Aromatopola	1	1
Aron	1	1
Aronia	1	1
Aroph	1	1
Arquata	1	1
Arquatus morbus	1	
Arquatus morbus, Icterus		1
Arquebusade		1
Arquebusade (Eau de)	1	
Arraphon	1	1
Arrhen arsen		1
Arrhen, Arsen	1	
Arrhoea	1	1
Arrhostia	1	1
Arrhythmus	1	1
Arsacum	1	
Arsacum, Acrai		1
Arsaltos	1	
Arsaltos, Asphaltos		1
Arsaneck	1	
Arsanek		1
Arsatum	1	
Arsatum, Acrai		1
Arsenicum	1	2
Arsiora	1	1
Artaba	1	1
Artaneck, Artanech	1	1
Artemisia	2	2
Artemision	1	1
Artemius Dianio		1
Artemius dianio	1	
Artemonium	1	1
Artenna	1	1
Arteria	11	16
Arteriaca	1	1
Arteriotomia	3	3
Artetiscius, Artertiscos		1
Artetiscius, Artetiscos	1	
Arthanita	1	1
Arthetica, Arthretica	1	1
Arthoicum	1	1
Arthrembolus	1	1
Arthritica	1	1
Arthritis	26	39
Arthrodia	1	1
Arthron	1	1
Arthrosis	1	1
Artia	1	1
Articoca, Articocalus	1	1
Articularis morbus	1	1
Articulatio	1	1
Articuli	1	
Articuli plantarum		1
Articulus	1	1
Artifex	1	1
Artificiale	1	1
Artios	1	1
Artiphyes	1	1
Artiscus	1	1
Artistoma	1	1
Artiypochros color	1	
Artizoa	1	1
Artocreas	1	1
Artomeli	1	1
Artopta	1	1
Artopticius panis	1	1
Artos	1	1
Artus	1	1
Artyipochros color		1
Artyma	1	1
Arubus	1	1
Arum	1	2
Arundo	1	1
Arvina	1	1
Aryster	1	1
Arytaenoides	1	1
Arythmus, Arrhythmus	1	
Arythmus, Arrhytmus		1
As, Assarium	1	1
Asa dulcis	1	1
Asa foetida	1	1
Asabon	1	1
Asaestus	1	1
Asagen	1	1
Asagi	1	1
Asamar, Asagar, Asingar	1	1
Asamaz	1	1
Asapeos	1	1
Asapes	1	1
Asaphatum	1	1
Asapheis	1	1
Asarabacca	1	1
Asarcon	1	1
Asarina	1	1
Asarites	1	1
Asarum	1	1
Asbestus	1	1
Asbo	1	1
Ascalabotes	1	1
Ascalonia, Ascalonitis	1	1
Ascardamyctes	1	1
Ascarides	1	1
Asceles	1	1
Ascendentia	1	1
Ascensus morbi	1	1
Ascesis	1	1
Ascetes	1	1
Aschemon	1	1
Aschia	1	1
Ascia	1	1
Ascites	1	1
Asciticus	1	1
Asclepiadae	1	2
Asclepiades	2	2
Asclepias	1	1
Asclepios	1	1
Asclites	1	1
Ascoma	1	1
Ascos	1	1
Ascyrum	1	1
Asdenigi, Azedegini	1	1
Ase, Asse	1	1
Aseb	1	1
Ased	1	1
Asedenigi	1	1
Asef, Albasef	1	1
Asegen	1	1
Aselli	1	1
Asellus	1	
Asellus.Asemos		1
Asemos	1	1
Asenec	1	1
Aseph	1	1
Asepta	1	
Asepta.Aseron		1
Aseron	1	
Asigi	1	1
Asilus	1	1
Asimion	1	1
Asineos, Asines	1	
Asineos, Asines.Asingar, Asugar, Asmiar, Asigi		1
Asingar	1	
Asinus	1	1
Asiracus	1	1
Asitia	1	1
Asitoi	1	1
Asius	1	
Asius lapis		1
Asjogam	1	1
Asmaga	1	1
Asmum	1	
Asodes	1	1
Asoper	1	1
Aspalathus	1	1
Aspaltum	1	1
Asparagus	1	1
Aspasia	1	1
Asper	1	1
Aspera arteria	1	1
Asperata	1	1
Asperella	1	1
Aspergula Asperugo	1	
Aspergula asperugo		1
Asperifolius	1	1
Aspersio	1	1
Asperula	1	1
Asperum	1	1
Asphalatus	1	1
Asphaleia	1	1
Asphaltitis	1	1
Asphaltos	1	1
Aspharagus	1	1
Asphendamnos		1
Asphendamnos, Sphendamnos	1	
Asphodelus	1	1
Asphyxia	1	1
Aspic	1	1
Aspidion	1	1
Aspidiscos	1	1
Aspis	1	1
Asplenium	1	1
Aspredo	1	1
Asprella	1	1
Aspris	1	1
Assa foetida		1
Assa-foetida	1	
Assala	1	1
Assaliae	1	1
Assanegi, Asanirgi, Asaragi	1	1
Assanus	1	1
Assatio	1	1
Assatura	1	1
Asserac	1	1
Asservatio, Conservatio	1	1
Assidens	1	
Assidens signum		1
Assiduus	1	1
Assimilatio	1	1
Assis		1
Assistentes	1	
Assistentes, Astites glandulosi		1
Assitra	1	1
Assius lapis	1	1
Assos	1	1
Assuetudo	1	1
Assumtio	1	1
Astacus	1	1
Astaphis	1	1
Astarzof	1	1
Astchachilos	1	1
Asteion	1	1
Aster atticus	1	1
Asteres thalattii	1	1
Asterges	1	1
Asteria gemma	1	1
Asterias	1	1
Asterion	1	1
Asteriscus	1	1
Asterites	1	1
Asteroides		1
Asteroides. Bastard starwort	1	
Asthenes	1	
Asthma	1	1
Astites	1	1
Astomos	1	1
Astrabes	1	1
Astragaloides		1
Astragaloides, Bastard milk-vetch	1	
Astragalus	1	2
Astrantia	1	1
Astrape	1	
Astricta	1	1
Astrictoria	1	1
Astringentia	2	2
Astrion	1	1
Astrobles	1	1
Astrobolismos	1	1
Astrocynologia	1	1
Astroites	1	1
Astrologia	1	1
Astronomia	6	8
Astrum	1	1
Astur	1	1
Asub	1	1
Asulci	1	1
Asuoli	1	1
Asymphoros	1	1
Asymphyton	1	1
Asymptoton		1
Asynethes	1	1
Ata maram		1
Ata maram, H. M.	1	
Atac	1	1
Atactos	1	1
Atanor	1	1
Ataractopoesia	1	1
Ataxia	1	1
Ataxmir	1	1
Atebras	1	1
Atechnia	1	1
Atenes	1	1
Ater succus	1	
Ater-succus, Atra-bilis		1
Ateramna	1	1
Ateres	1	1
Athanasia	1	1
Athanatos	1	1
Athanor	1	
Athanor.Athara		1
Athara	1	
Athares	1	1
Athelxis	1	1
Athena	1	1
Athenaeus	1	1
Athenatorium	1	1
Athenionis catapotium	1	1
Athenippon	1	1
Athenippon panchreston	1	1
Ather	1	1
Athera	1	1
Atherina	1	1
Atheroma	1	1
Athleticus	1	1
Athliptos	1	1
Athonor	1	1
Athorectos	1	1
Athrix	1	
Athroesma	1	1
Athroos	1	1
Athymia	1	1
Atincar, Atinkar	1	1
Atitara	1	1
Atlas	1	1
Atle	1	1
Atmos	1	1
Atmosphaera	1	
Atmosphera		1
Atocia	1	1
Atocium	1	1
Atolli	1	1
Atolmia	1	1
Atomus	1	1
Atonia	1	1
Atopos	1	1
Atra	1	
Atra bilis		1
Atrachelus	1	1
Atractos	1	1
Atractylis	1	1
Atragene	1	1
Atramentum sutorium	1	1
Atraphraxis, Atraphaxis	1	1
Atreceos	1	1
Atremeas	1	1
Atresia	1	1
Atreti	1	1
Atrices	1	1
Atrici	1	1
Atriplex	1	1
Atrophia	2	2
Atta	1	1
Attactio		1
Attagar	1	1
Attagen	1	1
Attalus & attalicus		1
Attalus, Attalicus	1	
Attelabus arachnoides	1	1
Attenuantia	1	1
Attenuatio	1	1
Atticum	1	1
Atticus	1	1
Attilur		1
Attilus	1	
Attincar veneris	1	
Attingar veneris		1
Attingat	1	1
Attingir	1	1
Attonitus morbus	1	1
Attractio	1	
Attractivum	1	1
Attractorius	1	1
Attrahens	1	1
Attrita	1	1
Attritio	1	1
Atty-alu	1	1
Atureb	1	1
Atypos	1	1
Atzoyatl	1	1
Auansis	1	1
Auante	1	1
Auchen	1	
Auchen  Auchmos		1
Auchmos	1	
Auctio	1	1
Aucupalis sorbus, Aucuparia	1	1
Audacia	1	1
Aude	1	1
Auditorius	1	1
Auditus	1	1
Augares	1	1
Augites	1	1
Augmentatio	1	1
Augmentum	1	1
Augurista	1	1
Augustum	1	1
Auliscos	1	1
Aulos	1	1
Aura	1	1
Aurancum		1
Aurantia	1	2
Aurata	1	
Aurata, Orata		1
Aurcula leporis		1
Aurea Alexandrina	1	
Aurea alexandrina		1
Aures	1	1
Aureus	1	1
Aureus ramus	1	1
Aurichalcum	1	1
Auricolla	1	1
Auricula	1	
Auricula judae		1
Auricula leporis	1	
Auricula muris	1	
Auricula ursi	1	1
Auriculae	1	
Auriculae cordis		1
Auricularia	1	1
Auricularius	1	1
Auriga	1	1
Aurigo	1	1
Auripigmentum	1	1
Auripigmentum rebrum	1	
Auripigmentum rubrum		1
Auris	19	25
Auris marina	1	1
Auriscalpium	1	1
Aurora Consurgens	1	
Aurora consurgens		1
Aurum	2	4
Auster	1	1
Austerus	1	1
Austromantia	1	1
Autarcia	1	1
Autetes	1	1
Authades	1	1
Authemeron	1	1
Authis	1	1
Autites	1	1
Autocinetos	1	1
Autodromos	1	1
Autogenes	1	1
Autolithotomos	1	1
Automatos	1	1
Autophosphorus	1	1
Autopsia	1	1
Autopyros	1	1
Autos	1	1
Autour	1	1
Autumnus	1	1
Auver	1	1
Auxesis	1	1
Auxilium	1	1
Auxyris	1	1
Avaccari	1	1
Avanacu	1	1
Avanturine	1	1
Avaramo temo	1	1
Avellana	1	1
Avena	1	1
Avenqua	1	2
Avenzoar	1	
Averich	1	
Averrhoes	1	
Aversio	1	
Aves	1	
