entrée	James EN	James FR
Scarabaeus pilularis	1	
Scarabaeus unctuosus	1	
Scarabelaphus	1	1
Scardula	1	1
Scarificatio	1	1
Scarificatorium, Scarificator	1	1
Scariola	1	1
Scarlatina febris	1	1
Scarlea	1	1
Scarolachanum	1	1
Scarus	1	1
Scatea	1	1
Scaurus	1	1
Sceilen	1	1
Scelerata herba	1	1
Sceleton	1	1
Sceletyrbe	1	1
Scelos	1	1
Scelotyrbe	1	1
Scempsis	1	1
Scenos	1	1
Sceparnos	1	1
Scepastra	1	1
Scepe	1	1
Schagri-cottam	1	1
Schasis	1	1
Schehendingi		1
Schehendinigi	1	
Schem-pariti	1	1
Schema	1	1
Scherbet, Serbet	1	1
Scherunam cottam	1	
Scherunam-cottam		1
Scherus-chunda	1	1
Schesis	1	1
Schetaea	1	1
Scheticos	1	1
Schetti	1	1
Schias	1	1
Schidacedon	1	1
Schindalmos	1	1
Schinelaeon	1	1
Schisma	1	1
Schistus lapis	1	1
Schoenanthus	1	1
Schoenobata	1	1
Schoenoprassum	1	1
Schorigeriam	1	1
Schulli	1	1
Schunda-pana	1	1
Sciaena	1	1
Sciamachia, Schiomachia	1	1
Sciatica	1	1
Sciden	1	1
Scilla	1	1
Scilliticum acetum	1	1
Scincus	1	1
Scintilla veneris	1	1
Scirona	1	1
Scirpus	1	1
Scirrhones	1	1
Scirrhosis	1	1
Scirrhus	13	16
Scirrus		1
Sciurus	1	
Sclarea	1	1
Scleria	1	1
Scleriasis	1	1
Sclerocoitia	1	1
Scleroma	1	1
Sclerophthalmia	1	1
Sclerosarcoma	1	1
Sclerosis	1	1
Sclerotica	1	
Sclerotica tunica		1
Sclirosis, Scliroma, Sclirus, Sclerus	1	1
Sclopetum	1	1
Scobs	1	1
Scodeghino	1	1
Scodinema	1	1
Scolecia aerugo	1	1
Scolecium	1	
Scolecoides	1	1
Scolesium		1
Scolex	1	1
Scoliosis	1	1
Scoliotes	1	1
Scolopax	1	1
Scolopendra	1	1
Scolopendra marina	1	
Scolopendria	1	1
Scolopomachaerion	1	1
Scolymocephalus	1	1
Scolymus	1	1
Scomber	1	1
Scombrus	1	1
Scoparia	1	1
Scops	1	1
Scoptula	1	1
Scopula	1	1
Scorax	1	1
Scorbutica	1	1
Scorbutus	9	13
Scordium	1	1
Scordolaser	1	1
Scoria	1	1
Scorith	1	1
Scorodon	1	1
Scorodonia	1	1
Scorodoprassum	1	1
Scorodothlaspi	1	1
Scorodotis	1	1
Scorpiaca	1	1
Scorpio	1	1
Scorpiodectos	1	1
Scorpiodes leguminosa	1	
Scorpioides	1	1
Scorpioides major	1	
Scorpioides matthioli	1	
Scorpioplectos	1	1
Scorpiurus annuus	1	1
Scorpiurus palustris	1	
Scorpius	1	1
Scorpius marinus	1	
Scorpoena or Scorpis	1	
Scorpoena, Scorpis		1
Scortum	1	1
Scorzonera	1	1
Scorzonera subcoerulea	1	
Scotodinos		1
Scotodinos, Scotodine	1	
Scotomia, Scotoma	1	1
Scotos	1	1
Screatio	1	1
Scriblita	1	1
Scribonius Largus		1
Scribonius largus	1	
Scriptulus	1	1
Scrobiculus cordis	1	1
Scroffa	1	1
Scrollus	1	1
Scrophula	8	12
Scrophularia	1	1
Scrotocele	1	1
Scrotum	1	1
Scrupulus	1	1
Scuma	1	
Scuma, Squama		1
Scuta tabesi	1	1
Scutalis cartilago	1	1
Scutellaria	1	1
Scutiforme os	1	1
Scutiformis cartilago	1	1
Scutum	1	1
Scybala	1	
Scybelites	1	
Scylacion	1	1
Scyrala		1
Scyrelites		1
Scyros	1	1
Scytala	1	1
Scytalides	1	1
Scytalion	1	1
Scythica radix	1	1
Seb	1	1
Sebel	1	1
Sebesten	1	1
Sebum	1	1
Secacul	1	1
Secale	1	1
Secamone	1	1
Secaniaben		1
Secaniabin	1	
Secessus	1	1
Secha	1	1
Secla	1	
Secla, Secale		1
Secretio	1	1
Secta	1	1
Sectacroa	1	1
Secundiformis	1	1
Secundinae	1	1
Secur	1	1
Securidaca	1	1
Sedaff	1	1
Sedalia vasa	1	1
Sedantia	1	1
Sedentarium os	1	1
Sedes	1	
Sedhe	1	1
Sedigitus	1	1
Sedimentum	1	1
Sedina		1
Sedina, Seden	1	
Sedma	1	1
Sedum	2	2
Sedum aquatile	1	
Sedum minus fruticosum	1	
Sedum petraeum	1	
Segax	1	1
Segith	1	1
Sel serapionis, Avicennae	1	
Sel, Serapionis et Avicennae		1
Selaa	1	1
Selachos	1	1
Selaginoides	1	1
Selago	1	1
Selatus	1	1
Seldonium alcali	1	1
Seleniacon	1	
Seleniacum		1
Selenites	1	1
Seleri	1	1
Selibra	1	1
Selinites	1	1
Selinum montanum	1	1
Selinum segitale	1	1
Selinusia terra	1	1
Sella turcica	1	1
Semasia	1	1
Sembella	1	1
Semeiotice	1	1
Semen	1	1
Semi-congius		1
Semi-cupium		1
Semi-membranosus musculus		1
Semi-nervosus musculus		1
Semi-spinalis colli		1
Semi-spinalis dorsi	1	1
Semi-verberatorius ignis		1
Semicongius	1	
Semicupium	1	
Semidalis	1	1
Semifibuleus	1	
Semifibuleus musculus		1
Semimembranosus musculus	1	
Semimetalla	1	1
Seminalis	1	1
Seminervosus musculus	1	
Semir hombus		1
Semirhombus	1	
Semis	1	1
Semiscilicus		1
Semisextum	1	1
Semisicilicus	1	
Semisideratus	1	1
Semisis		1
Semispeculum	1	1
Semispinalis colli	1	
Semissis	1	
Semitertiana	2	2
Semitium		1
Semiverberatorius ignis	1	
Semotim	1	1
Sempervivum	1	1
Semuncia, Semiuncia	1	1
Sena	1	1
Sendanegum	1	1
Senecio	1	1
Senecta anguium	1	1
Senella	1	1
Senembi	1	1
Senica	1	1
Senna	1	1
Sensibilis	1	1
Sensificus	1	1
Sensio, Sensatio	1	1
Sensitorium	1	1
Sensorium	1	1
Sensus externi	1	1
Sensus interni	1	
Sentis	1	1
Separatio	1	1
Separatorium	1	1
Sepedon	1	1
Sephiros	1	1
Sepia	1	1
Sepium	1	1
Seplasiarius	1	
Seplasiarus		1
Seps	1	1
Septa	1	1
Septana	1	1
Septentrio	1	1
Septica	1	1
Septinervia	1	1
Septum cordis	1	1
Septum lucidum	1	
Septum narium	1	
Septum transversum	1	
Sequestratio	1	1
Serangodes	1	1
Serapias	1	1
Serapinus	1	1
Serapium	1	1
Serbet	1	1
Serex	1	1
Sergeticum	1	1
Sericiacum	1	1
Sericum	1	1
Serides		1
Serinus	1	1
Seriola	1	1
Seriphium	1	1
Seris	1	1
Serjania	1	1
Serosus	1	1
Serpens	1	1
Serpens indicus	1	
Serpens marinus	1	
Serpentaria nigra	1	1
Serpentaria virginiana	1	
Serpentarium	1	
Serpentarium lignum		1
Serpentina	1	1
Serpheta	1	1
Serpigo	1	1
Serpillum	1	1
Serratus major	1	1
Serratus minor anticus	1	
Serriola	1	
Serriola sertolara		1
Sertolara	1	
Sertula	1	1
Serum	1	1
Servitus	1	1
Sesamion	1	1
Sesamoidea ossa	1	1
Sesamoides	1	1
Sesamum	1	1
Sesban	1	1
Sescuncia, Sesquiuncia	1	1
Seseli	1	1
Seseli aethiopicum	1	
Seseli creticum	1	
Seseli maritimum	1	
Seseli massiliense	1	
Seseli montanum	1	
Seseli palustre	1	
Seseli peloponense	1	
Seseli pyrenaicum	1	
Seseli vulgaris	1	
Sesqui	1	1
Sesqui-alterum		1
Sesqui-hemina		1
Sesqui-libra		1
Sesqui-obolus		1
Sesqui-sextarium		1
Sesqui-uncia		1
Sesquialterum	1	
Sesquihemina	1	
Sesquilibra	1	
Sesquiobolus	1	
Sesquiplum	1	1
Sesquisex l'arium	1	
Sesquiuncia	1	
Sessilis	1	1
Setaceum	1	1
Setanios	1	1
Seulo	1	1
Seutlomalache	1	1
Sevatio	1	1
Severi collyrium	1	1
Sevum	1	1
Sextans	1	1
Sextarius	1	1
Sextula	1	1
Sexunx	1	1
Sferro cavallo	1	1
Sherardia	1	1
Siagonagra	1	1
Sialagoga		1
Sialismus	1	1
Sialochoos	1	1
Sialogoga	1	
Sibar	1	1
Sibare	1	1
Sibedata	1	1
Sibetina	1	1
Sibilus	1	1
Siccantia	1	1
Sicchasia	1	1
Siccus	1	1
Sicelica, Sicula	1	1
Siciliane	1	1
Sicilicum, Siclium	1	1
Sicua	1	1
Sicyedon	1	1
Sicyoides	1	1
Sicyone	1	1
Sicyonium oleum	1	1
Sicyonium simplex	1	
Sicys	1	1
Sida	1	1
Sida-pou	1	1
Sideratio	1	1
Sideritis	2	1
Sideros	1	1
Sidia	1	1
Sidioides		1
Sidoides	1	
Sief	1	1
Sielismus	1	1
Sielocinetica	1	1
Sigia	1	1
Sigillata terra	1	1
Sigillum hermeticum	1	
Sigillum salomonis		1
Sigillum solomonis	1	
Sigmoides	1	1
Silach, Silac	1	1
Silaum	1	1
Siler	1	1
Silesiaca terra	1	1
Silex	2	1
Silicetus	1	1
Silignis	1	1
Siligo	1	1
Silipit	1	1
Siliqua	1	1
Siliqua hirsuta	1	
Siliquastrum	1	1
Silphium	4	6
Silurus	1	1
Silybum	1	1
Simarouba	2	3
Simbor mangianam	1	1
Simia	1	1
Simila, Similago	1	1
Simitas	1	1
Simitium	1	
Simivulpa	1	1
Simos, Simothes	1	1
Sin e pari	1	
Sinapeloeon	1	1
Sinapi	1	1
Sinapi album	1	
Sinapi echinatum	1	
Sinapi monspessulanum	1	
Sinapisis	1	1
Sinapismus	1	1
Sinapistrum	1	1
Sinapium	1	1
Sinciput	1	1
Sine pari		1
Singultus	4	6
Sinopica rubrica	1	1
Sinopis	1	1
Sinus	1	1
Sion	1	1
Siouanna		1
Siphac	1	1
Siphilis	1	1
Siphita parva	1	1
Sira	1	1
Siracostum, Alsiracostum	1	1
Siraeum	1	1
Sirenes	1	1
Siriasis	1	1
Siricon de plumbo	1	1
Siringa	1	1
Sirones	1	1
Sirsen	1	1
Sirypus	1	1
Sirza	1	1
Sisarum	1	1
Sisarum syriacum	1	
Siser	1	1
Sison	1	1
Sisymbrium	1	1
Sisyrrhinchium	1	1
Sitanius	1	1
Sitiologice	1	1
Sition	1	
Sitis	1	1
Sitos	1	1
Sitospeltum	1	1
Sitta	1	1
Sium	1	2
Sjouanna	1	
Smaltum	1	1
Smaragdinum emplastrum	1	1
Smaragdus	1	1
Smaris	1	1
Smectis	1	1
Smegma	1	1
Smele	1	1
Smerillus	1	1
Smilax	1	1
Smilax dalechampii	1	
Smilax hortensis	1	
Smilax hortensis minor	1	
Smilax laevis major	1	
Smilax laevis minor	1	
Smile	1	1
Smilium emplastrum	1	1
Smiris	1	1
Smodicon	1	1
Smyris, Smerillus	1	1
Smyrna	1	1
Smyrnium	1	1
Soda	1	1
Sodymus sylvestris	1	
Soia	1	1
Sol	1	1
Solanifolia	1	1
Solanium		2
Solano-Congener	1	
Solano-congener		1
Solanoides	1	1
Solanum	2	
Solanum barbadense	1	
Solanum melanocerasos	1	
Solanum pomiferum	1	
Solanum quadrifolium	1	
Solanum racemosum	1	
Solaris herba		1
Solaris-herba	1	
Solater, Solatur	1	1
Soldanella	1	1
Soldura	1	1
Solea	1	1
Solelasar	1	1
Solen	1	1
Solenarium	1	1
Soleus	1	1
Solidago	1	1
Solium	1	1
Soloma	1	1
Solsequium	1	1
Solutio	1	1
Solutiva	1	1
Solvas	1	1
Somnambulo	1	1
Somnifera	1	1
Somnium	1	1
Somnolentia	1	1
Somnus	4	5
Sonath	1	1
Sonchites	1	1
Sonchus	1	1
Sondari	1	
Sondari h		1
Sophera	1	1
Sophia chirurgorum	1	1
Sophistae	1	1
Sophisticatio	1	1
Sophronesteres	1	1
Sopientia	1	1
Sopio	1	1
Sopor	1	1
Soporariae arteriae	1	1
Soporifera	1	1
Sora	1	1
Sorbet	1	1
Sorbtio	1	1
Sorbus	1	1
Sordes aurium	1	1
Sordes ulcecum	1	
Sordes ulcerum		1
Sorex	1	1
Sorghum	1	1
Sorni	1	1
Sory	1	1
Sostrati vinculum	1	1
Soteira	1	1
Sotirella	1	1
Sotirella Parva	1	
Sotsitsou	1	1
Spadam	1	1
Spadon	1	1
Spagiria, Spagirica ars	1	1
Spahcelus		1
Spalax	1	1
Spalt	1	1
Spana	1	1
Spanachia	1	
Spanachia, Spinachia		1
Spandarapum	1	1
Spanopogones	1	1
Spara	1	1
Sparadrapum	1	
Sparadrapum.Sparagmos		1
Sparagmos	1	
Sparagus	1	1
Sparallium	1	1
Sparedia	1	1
Sparganium	1	1
Sparganosis	1	1
Sparsi morbi	1	1
Spartium	1	1
Sparus	1	1
Spasma	1	1
Spasmodes	1	1
Spasmodicus	1	1
Spasmologia	1	1
Spasmoticus	1	1
Spasmus	3	5
Spasnia	1	1
Spatha	1	1
Spathester	1	1
Spathomele	1	1
Spatile	1	1
Spatula	1	1
Spatula faetida	1	
Spaul	1	1
Specarium	1	1
Species	1	1
Species dianthus	1	
Species diatragacanthi frigidi	1	
Species diatriWn pipereWn	1	
Species hierae picrae	1	
Specifica	2	4
Specillum	1	1
Specularis lapis	1	1
Speculum	1	
Speculum indicum	1	
Spelta	1	1
Speltrum	1	1
Speragus	1	1
Spergula	1	1
Sperma ceti	1	1
Spermaticos	1	1
Spermatocele	1	1
Spermatopaea	1	
Spermatopoea		1
Sperniola, Sperniolum	1	1
Sphacelus	1	1
Sphacerus	1	1
Sphaenoides os	1	1
Sphaenopalatinus	1	1
Sphaerion	1	1
Sphaeristica	1	3
Sphaerocephalus	1	1
Sphaeromata	1	1
Sphage	1	1
Sphagitides	1	1
Sphagnum	1	1
Sphatula foetida	1	1
Sphendamnos	1	1
Sphendone	1	1
Sphincter	1	1
Sphincter ani	1	
Sphincter vaginae	1	
Sphingonta	1	1
Sphondylis	1	1
Sphondylium	1	1
Sphondylus	1	1
Sphygmica	1	1
Sphyra	1	1
Sphyraena	1	1
Spica	1	1
Spica nardi	1	
Spica trifolia	1	
Spica vulgaris	1	
Spicatum	1	1
Spina	6	9
Spina acida	1	
Spina acuta	1	
Spina alba	1	
Spina arabica	1	
Spina cervina	1	
Spina infectoria	1	
Spina lutea	1	
Spina solstitialis	1	
Spina solutiva	1	
Spina tomentosa	1	
Spina ventosa	1	
Spinachia	1	1
Spinales dorsi minores	1	
Spinales, Transversales lumborum	1	
Spinalis	1	
Spinalis colli minores	1	
Spinalis dorsi major	1	
Spinalis medulla	1	1
Spincter vesicae	1	
Spinus	1	
Spinus albus	1	1
Spipola	1	
Spiracula	1	1
Spiraea	1	1
Spiritus	2	7
Spiritus aceti	1	
Spiritus alkermes	1	
Spiritus benzoini	1	
Spiritus castorei	1	
Spiritus cornu cervi	1	
Spiritus croci	1	
Spiritus nitri	1	
Spiritus nitri bezoarticus	1	
Spiritus nitri cum oleo vitrioli	1	
Spiritus nitri dulcis	1	
Spiritus rector	1	
Spiritus salis	1	
Spiritus salis ammoniaci	1	
Spiritus salis ammoniaci succinatus	1	
Spiritus salis cum oleo vitrioli	1	
Spiritus salis dulcis	1	
Spiritus salis volatilis oleosus	1	
Spiritus vini	1	
Spiritus vini camphoratus	1	
Spiritus vini rectificatus	1	
Spiritus vitrioli	1	
Spiritus vitrioli dulcis	1	
Spirola		1
Spissamentum	1	1
Spithama	1	1
Splanchnica	1	1
Splen	1	1
Splenectomia	1	1
Splenetica	1	1
Splenia	1	1
Splenica	1	1
Spleniscos	1	1
Splenitis	1	1
Splenium	1	1
Splenius musculus	1	1
Split	1	1
Spodiacon	1	1
Spodites	1	1
Spodium	1	1
Spodos	1	1
Spoliatorium	1	1
Spondylium	1	1
Spondylolithos	1	1
Spondylos	1	1
Spongia	1	1
Spongiae lapis	1	1
Spongioli	1	1
Spongion	1	1
Spongiosum os	1	1
Spongos	1	1
Sponsus	1	1
Spontum	1	1
Sporades	1	1
Sporadici morbi	1	1
Sporetos	1	1
Sporos	1	1
Spuma	1	1
Spurius	1	1
Sputamen	1	1
Sputum	5	7
Spyras		1
Spyras, Spyrathos	1	
Squalor	1	1
Squalus	1	1
Squama aeris	1	1
Squamaria & squamata		1
Squamaria, Squamata	1	
Squamosa sutura	1	1
Squatina	1	1
Squilla	1	1
Squillinum aziza		1
Squillinum, Aziza	1	
Squinanthia	1	1
Squinanthum	1	
Squinantum		1
Srint	1	1
Stac	1	1
Stachys	1	1
Stacte	1	1
Stacticon	1	1
Stadieus	1	1
Stagium	1	1
Stagma	1	1
Stagnea vasa	1	1
Stagonias	1	1
Stais	1	1
Stalagma	1	1
Stalagmos	1	1
Staltica	1	1
Stamina	1	1
Stamnos	1	1
Stannar	1	
Stannos		1
Stannum	1	1
Stapes	1	1
Staphis	1	1
Staphisagria	1	1
Staphyle	1	1
Staphylepartes	1	1
Staphylinus	1	1
Staphylis	1	1
Staphylodendron	1	1
Staphyloma	1	1
Staraphaxal		1
Staraphaxat	1	
Stasis	1	1
Stater	1	1
Statheusis	1	1
Statica	1	1
Statice	1	1
Stationariae febres	1	1
Stativa	1	1
Status	1	1
Staxis	1	1
Stear	1	1
Steatocele	1	1
Steatoma	1	1
Stegnosis	1	1
Stegnotica	1	1
Steilaeus	1	1
Stelechiaea		1
Stelechiea	1	
Stelechites	1	1
Stelenchis, Stelinchis		1
Stelenchis, Stlenchis	1	
Stella	1	1
Stella marina	1	1
Stella occidens	1	1
Stella terrae	1	1
Stellaria aquatica	1	1
Stellaris lapis	1	1
Stellio	1	1
Stellio adusta	1	
Stema	1	1
Stemphyla	1	1
Stemphylites	1	1
Stenygrochorie	1	1
Stephaniaeus	1	1
Stera	1	1
Stercumezeff, Stercorumeceff	1	1
Stercus	1	1
Stergethron	1	
Stergetron		1
Sterilitas	1	1
Steriphnos	1	1
Sterno-costales	1	1
Sterno-hyoidaeus	1	
Sterno-hyoideus		1
Sterno-mastoidaeus	1	
Sterno-thyrodaei	1	
Sterno-thyrohyoidaei		1
Sternomastoidaeus		1
Sternum	1	1
Sternutamentum	1	1
Sternutatio	1	1
Sternutatorium	1	1
Stertor	1	1
Stiae	1	1
Stibi	1	1
Stibialia	1	1
Stibium	1	1
Stica	1	1
Stichos	1	1
Sticticum emplastrum	1	1
Stigmata	1	1
Stilboma	1	1
Stilbus	1	1
Stiliscus	1	1
Stilla	1	1
Stillaticus	1	
Stillaticus, Distillatus		1
Stillicidium	1	1
Stimmi	1	1
Stimulans	1	1
Stincus	1	1
Stipatio	1	1
Stipes	1	1
Stiphros	1	1
Stipte	1	
Stipte, Stipteria		1
Stipulae	1	1
Stlengis	1	1
Stoebe	1	1
Stoechas	1	
Stoechas citrina	1	
Stoechas citrina germanica	1	
Stoechias		1
Stoibes	1	1
Stolides	1	1
Stolones	1	1
Stomacace	1	1
Stomachica	2	3
Stomachotrotos	1	1
Stomachus	1	1
Stomargus	1	1
Stomatica	1	1
Stomoma	1	1
Stomomanicon	1	1
Stoparola	1	1
Storan	1	1
Storyne	1	1
Strabismus, Strabilismus, Strabositas	1	1
Stramonium	1	1
Strangalides	1	1
Strangulatio	1	1
Stranguria	1	1
Stratificatio	1	1
Stratiotes	1	1
Stratioticon	1	1
Stratum super stratum	1	1
Stremma	1	1
Strepitosus	1	1
Striata corpora	1	1
Stribiligo	1	1
Strictor	1	1
Strictum	1	1
Strictura	1	1
Stridor dentium		1
Strigensis terra	1	1
Strigil, Strigilis	1	
Strigil, Strigilis.Strigmentum		1
Strigmentum	1	
Stringens	1	1
Strix	1	
Strobile	1	1
Strobilites	1	1
Strobilus	1	1
Strombites	1	1
Strombos	1	1
Strophoi	1	1
Strsdor dentsum	1	
Struma	1	1
Struthio	1	1
Struthio-camelus	1	
Struthiofera	1	
Struthiomela, Struthia	1	1
Strychnodendron	1	1
Strychnos, Strychnon	1	1
Stryphnos	1	1
Stultitia	1	1
Stupefaciens	1	1
Stupha	1	1
Stupio	1	1
Stupor	1	1
Stupor dentium	1	
Stuppa, Stupa	1	1
Sturio	1	1
Sturnus	1	1
Stygia	1	1
Styliscus	1	1
Stylo-cerato-hyoidaeus		1
Stylo-chondro-hyoidaeus	1	1
Stylo-glossi	1	
Stylo-hyoidaeus	1	1
Stylo-pharyngaeus	1	1
Styloceratohyoidaeus	1	
Styloglossi		1
Styloides	1	
Styloides processus		1
Stylos	1	1
Stymmata	1	1
Stypteria	1	1
Styptica	2	3
Styracinum oleum	1	1
Styrax	1	1
Sub-costales	1	
Subactio	1	1
Subalaris vena	1	1
Subbuteo	1	1
Subcartilagineum	1	1
Subclavia vasa	1	1
Subclavius musculus	1	1
Subcostales		1
Subdita, Subdititia	1	1
Subductio alvi	1	1
Suber	1	1
Subeth	1	1
Subeth Sahara	1	
Subfasciatio	1	1
Subfrontalis sutura	1	1
Subhumeratio	1	1
Subintrantes febres	1	1
Subligamen	1	1
Subligamentum	1	
Sublimamentum		1
Sublimatio	1	1
Sublimatorium	1	1
Sublimis musculus	1	1
Sublimitorium	1	1
Sublinguales glandulae	1	1
Sublingualia	1	1
Subluxatio	1	1
Submersio	1	1
Submissio	1	1
Subpopliteus musculus	1	1
Subpurgatio	1	1
Subscapularis musculus	1	1
Subsidentia	1	1
Substillum sanguinis	1	1
Subsultio	1	1
Subsultus	1	1
Subversio stomachi	1	1
Subvola	1	1
Succago	1	1
Succedaneum	1	1
Succenturiati renes	1	1
Succenturiatus musculus	1	1
Succida lana	1	1
Succingens membrana	1	1
Succinum	1	1
Succisa	1	1
Succolata	1	1
Succotrina aloes	1	1
Succubus	1	1
Sucu	1	1
Sudamina	1	1
Sudofirica	1	
Sudor	1	2
Sudor anglicus	1	
Sudorifera	1	1
Sudorifica		1
Suffersurae	1	1
Suffimentum	1	2
Suffitus	1	1
Suffo	1	1
Suffocatio uterina	1	1
Suffrutices	1	1
Suffumigatio	1	1
Suffusio	1	1
Suffusio auriginosa	1	1
Sufuff	1	1
Sugillatio	1	1
Sugitiva	1	1
Sulphur	4	6
Suma	1	1
Sumach	1	1
Sumen	1	1
Summitates	1	1
Super-impregnatio		1
Superba	1	1
Superbus musculus	1	1
Supercilia	1	1
Supercilium acetabuli	1	1
Supercompositiva secta	1	1
Superexcretio	1	1
Superficies	1	1
Superfoetatio	1	1
Supergeminalis	1	
Supergeminalis, Epididymis		1
Supergenualis	1	1
Superhumeralis	1	1
Superimpraegnatio	1	
Superligula	1	1
Supermonicum	1	1
Superpurgatio	1	1
Superscapularis inferior	1	
Superscapularis superior	1	1
Supervacuatio	1	1
Supim	1	1
Supinator brevis, sive minor	1	
Supinator longus sive major		1
Supinator longus, sive major	1	
Suppedanea, Supplantalia	1	1
Suppositorium	1	1
Suppressio	1	1
Suppressionis ignis	1	1
Suppurantia	1	1
Suppuratio	11	15
Supra costales	1	
Supra-costales musculi		1
Suprascapularis musculus	1	
Supraspinatus musculus	1	
Suriana	1	1
Surrectorium	1	1
Susinum	1	1
Suspendiculum	1	1
Suspensor testiculi	1	1
Suspensum	1	1
Suspirium	1	1
Sustorium atramentum		1
Sutorium atramentum	1	
Sutratar	1	1
Sutura	6	7
Syalita	1	1
Sycaminos	1	1
Syce	1	1
Sycia	1	1
Sycion	1	1
Sycites	1	1
Sycoma	1	1
Sycomorus	1	1
Sycosis	1	1
Sycota	1	1
Sycoton	1	1
Sydia	1	1
Syletum	1	1
Sylo	1	
Symbolismus	1	1
Symbologice	1	1
Symparataxis	1	1
Sympasma	1	1
Sympatheticus pulvis	1	2
Sympepsis	1	1
Symphonos	1	1
Symphoraneuros	1	1
Symphysis	1	1
Symphytum	2	1
Symphytum minimum	1	
Symphytum petraeum	1	
Symplesiasmos	1	1
Symptoma	1	1
Symptosis	1	1
Synacticos	1	1
Synaesthesis	1	1
Synaetion	1	1
Synagelasticos	1	1
Synagma	1	1
Synanastomosis	1	1
Synanche	1	1
Synarthrosis	1	1
Syncampe	1	1
Syncausis	1	1
Synchondrosis	1	1
Synchrismata	1	1
Synchysis	1	1
Synciput	1	1
Syncleisis	1	1
Syncomistos	1	1
Syncope	5	5
Syncrimata	1	1
Syncrisis	1	1
Syncritica	1	1
Syncyria	1	1
Syndesis	1	1
Syndesmo-pharyngaeus	1	1
Syndesmos	1	1
Syndesmosis	1	1
Syndiacrisis	1	1
Syndrome	1	1
Syndyasmos	1	1
Syneches	1	1
Synecticon	1	1
Synedreuonta	1	1
Syneilemmenos	1	1
Synendeicnymena	1	1
Synenomena	1	1
Synerephes	1	1
Synergasma	1	1
Synerxis	1	1
Synestecos	1	1
Synidrosis	1	1
Synistamenos		1
Synistramenos	1	
Synizesis	1	1
Synneurosis	1	1
Synnoma	1	1
Synocha	1	1
Synochos	1	1
Synocoche	1	1
Synovia	1	1
Syntasis	1	1
Syntaxis	1	1
Syntenosis	1	1
Syntexis	1	1
Synthema		1
Synthena	1	
Synthesis	1	1
Synthetismus	1	1
Synthetos	1	1
Syntomos	1	1
Syntonia	1	1
Syntrophos	1	1
Synuloticon	1	1
Synymensis	1	1
Syphar	1	1
Syphilis	1	1
Syriacon	1	1
Syricon	1	1
Syringa	1	1
Syringotomia	1	1
Syringotomum	1	
Syringotomum, Syringotomus		1
Syringotomus	1	
Syrinx	1	1
Syrius	1	1
Syrma	1	1
Syrmaea	1	1
Syrmaesmus	1	1
Syrones	1	1
Syrrhoea	1	1
Syrupus	1	8
Syrupus balsamicus	1	
Syrupus cichorei cum rhabarbaro	1	
Syrupus corticorum citriorum	1	
Syrupus croci	1	
Syrupus cydoniorum	1	
Syrupus de althaea	1	
Syrupus de erysimo	1	
Syrupus de meconio, sive diacodion	1	
Syrupus de rosis siccis	2	
Syrupus e succo citriorum	1	
Syrupus e succo rosarum	1	
Syrupus infusionis florum caryophyllorum	1	
Syrupus rosaceus solutivus	1	
Sysirinchium	1	1
Syssarcosis	1	1
Systasis	1	1
Systathmos	1	1
Systema	1	1
Systole	1	1
Systremma	1	1
Systrophe	1	1
Tabacum	1	1
Tabaisir	1	1
Tabanus, Tabe, Asilus	1	1
Tabarzet	1	1
Tabella	1	1
Tabernaemontana	1	1
Tabes dorsalis	2	3
Tabula	1	1
Tabulatum	1	1
Tabum	1	1
Tacamahaca	1	1
Taceros	1	1
Tachy, Tacheos	1	1
Tactus	1	1
Taedae	1	1
Taenia		1
Taeniae	1	
Tagenitis	1	1
Tagera	1	1
Tagetes	1	1
Tal	1	1
Talagas	1	1
Talc	1	1
Talcum	1	1
Talentum	1	1
Taliir kara	1	
Talir-kara		1
Talpa	1	1
Talus	1	
Talus, Astragalus		1
Tamandua	1	1
Tamaratonga	1	1
Tamarindi	1	1
Tamariscus	1	1
Tamarix	1	1
Tamison	1	1
Tamnus	1	1
Tamoata	1	1
Tamoatarana	1	
Tanacetum	1	1
Tangaraca	1	1
Tange	1	1
Tani	1	1
Tantalus	1	1
Taphiusius	1	
Taphneus	1	1
Tapia	1	1
Tapira	1	
Tapira pecis		1
Tapismel		1
Tapsi valentia	1	
Tapsimel	1	
Tapsivalentia		1
Tapsus barbatus	1	1
Tapyra-coaynana	1	1
Tarache	1	1
Tarantismus	1	1
Tarantula	2	3
Taraxacum	1	1
Taraxis	1	
Tarbason, Larbason	1	1
Tarchon	1	1
Tarda	1	1
Tareriaya	1	1
Tarfati, Tarfe	1	1
Targar	1	1
Tarichos	1	1
Tariroqui	1	1
Tarith	1	1
Tarsi	1	1
Tarso	1	1
Tarsus	1	1
Tartarhan	1	1
Tartarus	4	5
Tarton raire	1	1
Tataiba		1
Tataiiba	1	
Tataria	1	1
Tati	1	1
Tatura	1	1
Taurocolla	1	1
Taurus	1	1
Taxus	1	1
Teaphin	1	1
Tecmarsis	1	1
Tecmerion	1	1
Tecolithos	1	1
Tecomaxochitl	1	1
Teganites	1	1
Tegula hibernica	1	1
Tela aranei	1	1
Telamones	1	1
Telephioides	1	1
Telephium	1	1
Telesphorus	1	1
Tellina	1	1
Telma	1	1
Telon	1	1
Telum	2	3
Temachos	1	1
Temperamentum	1	1
